city,state,key,lat,lng
Charlottesville,Virginia,CharlottesvilleVirginia,38.0375,-78.4855
La Crosse,Wisconsin,La CrosseWisconsin,43.8241,-91.2268
Temple,Texas,TempleTexas,31.1076,-97.3894
Woodbridge,New Jersey,WoodbridgeNew Jersey,40.5611,-74.2943
Vista,California,VistaCalifornia,33.1896,-117.2386
Renton,Washington,RentonWashington,47.4758,-122.1905
Sparks,Nevada,SparksNevada,39.5729,-119.7157
Holland,Michigan,HollandMichigan,42.7677,-86.0984
Vacaville,California,VacavilleCalifornia,38.359,-121.968
Logan,Utah,LoganUtah,41.74,-111.8419
Allen,Texas,AllenTexas,33.1088,-96.6735
Longview,Texas,LongviewTexas,32.5192,-94.7622
Arden-Arcade,California,Arden-ArcadeCalifornia,38.6034,-121.381
Orem,Utah,OremUtah,40.2983,-111.6992
Compton,California,ComptonCalifornia,33.893,-118.2275
Bismarck,North Dakota,BismarckNorth Dakota,46.814,-100.7695
South Gate,California,South GateCalifornia,33.9448,-118.1926
Sunrise,Florida,SunriseFlorida,26.1547,-80.2997
Quincy,Massachusetts,QuincyMassachusetts,42.2516,-71.0183
Lynn,Massachusetts,LynnMassachusetts,42.4779,-70.9663
Miami Beach,Florida,Miami BeachFlorida,25.8171,-80.1396
Santa Monica,California,Santa MonicaCalifornia,34.0232,-118.4813
Westminster,California,WestminsterCalifornia,33.7523,-117.9938
Germantown,Maryland,GermantownMaryland,39.1755,-77.2643
San Leandro,California,San LeandroCalifornia,37.7071,-122.1601
State College,Pennsylvania,State CollegePennsylvania,40.791,-77.8568
Citrus Heights,California,Citrus HeightsCalifornia,38.6948,-121.288
Hawthorne,California,HawthorneCalifornia,33.9146,-118.3476
Whittier,California,WhittierCalifornia,33.9678,-118.0188
Clifton,New Jersey,CliftonNew Jersey,40.8631,-74.1575
Alhambra,California,AlhambraCalifornia,34.084,-118.1355
Buena Park,California,Buena ParkCalifornia,33.8572,-118.0046
Cicero,Illinois,CiceroIllinois,41.8445,-87.7593
Mountain View,California,Mountain ViewCalifornia,37.4,-122.0796
Somerville,Massachusetts,SomervilleMassachusetts,42.3908,-71.1013
Lakewood,California,LakewoodCalifornia,33.8471,-118.1221
Deerfield Beach,Florida,Deerfield BeachFlorida,26.3049,-80.1277
Tustin,California,TustinCalifornia,33.7309,-117.8106
Lawrence,Massachusetts,LawrenceMassachusetts,42.7003,-71.1626
New Rochelle,New York,New RochelleNew York,40.9305,-73.7836
Silver Spring,Maryland,Silver SpringMaryland,39.0028,-77.0207
Alameda,California,AlamedaCalifornia,37.767,-122.2673
Cheyenne,Wyoming,CheyenneWyoming,41.1405,-104.7927
Milpitas,California,MilpitasCalifornia,37.434,-121.8921
Lebanon,Pennsylvania,LebanonPennsylvania,40.3412,-76.4228
Bellflower,California,BellflowerCalifornia,33.888,-118.1271
Watsonville,California,WatsonvilleCalifornia,36.9206,-121.7706
Davis,California,DavisCalifornia,38.5552,-121.7365
Baldwin Park,California,Baldwin ParkCalifornia,34.0829,-117.9721
Evanston,Illinois,EvanstonIllinois,42.0463,-87.6942
Centreville,Virginia,CentrevilleVirginia,38.8391,-77.4388
Camden,New Jersey,CamdenNew Jersey,39.9362,-75.1073
Pine Hills,Florida,Pine HillsFlorida,28.5818,-81.4693
New Britain,Connecticut,New BritainConnecticut,41.6758,-72.7862
Pawtucket,Rhode Island,PawtucketRhode Island,41.8744,-71.3743
Lauderhill,Florida,LauderhillFlorida,26.1605,-80.2242
Passaic,New Jersey,PassaicNew Jersey,40.8574,-74.1282
Wilmington,Delaware,WilmingtonDelaware,39.7415,-75.5413
Lynwood,California,LynwoodCalifornia,33.924,-118.2017
Union City,New Jersey,Union CityNew Jersey,40.7674,-74.0323
Gaithersburg,Maryland,GaithersburgMaryland,39.1346,-77.2132
Mount Vernon,New York,Mount VernonNew York,40.9136,-73.8291
Redondo Beach,California,Redondo BeachCalifornia,33.8574,-118.3766
South San Francisco,California,South San FranciscoCalifornia,37.6536,-122.4197
Bayonne,New Jersey,BayonneNew Jersey,40.6661,-74.1142
Tamarac,Florida,TamaracFlorida,26.2057,-80.2549
Schenectady,New York,SchenectadyNew York,42.8025,-73.9276
East Orange,New Jersey,East OrangeNew Jersey,40.7651,-74.2117
Skokie,Illinois,SkokieIllinois,42.036,-87.74
Florence-Graham,California,Florence-GrahamCalifornia,33.9682,-118.2447
Pico Rivera,California,Pico RiveraCalifornia,33.9902,-118.0888
North Bergen,New Jersey,North BergenNew Jersey,40.7938,-74.0241
Montebello,California,MontebelloCalifornia,34.0155,-118.1108
Brentwood,New York,BrentwoodNew York,40.7839,-73.2522
La Habra,California,La HabraCalifornia,33.9278,-117.9513
North Miami,Florida,North MiamiFlorida,25.9007,-80.1686
National City,California,National CityCalifornia,32.6654,-117.0983
Malden,Massachusetts,MaldenMassachusetts,42.4305,-71.0576
Monterey Park,California,Monterey ParkCalifornia,34.0497,-118.1326
Coconut Creek,Florida,Coconut CreekFlorida,26.2802,-80.1842
Cupertino,California,CupertinoCalifornia,37.3168,-122.0465
Gardena,California,GardenaCalifornia,33.8944,-118.3073
La Mesa,California,La MesaCalifornia,32.7703,-117.0204
South Whittier,California,South WhittierCalifornia,33.9336,-118.0311
Taylorsville,Utah,TaylorsvilleUtah,40.6569,-111.9493
West Allis,Wisconsin,West AllisWisconsin,43.0068,-88.0296
Kendale Lakes,Florida,Kendale LakesFlorida,25.7081,-80.4078
Fountainebleau,Florida,FountainebleauFlorida,25.7723,-80.3458
Brookline,Massachusetts,BrooklineMassachusetts,42.3243,-71.1408
White Plains,New York,White PlainsNew York,41.022,-73.7549
The Hammocks,Florida,The HammocksFlorida,25.67,-80.4483
Huntington Park,California,Huntington ParkCalifornia,33.98,-118.2167
Arcadia,California,ArcadiaCalifornia,34.1342,-118.0373
Union,New Jersey,UnionNew Jersey,40.6953,-74.2697
Margate,Florida,MargateFlorida,26.2466,-80.2119
Jefferson City,Missouri,Jefferson CityMissouri,38.5676,-92.1759
Tamiami,Florida,TamiamiFlorida,25.7556,-80.4016
Middletown,New York,MiddletownNew York,41.4458,-74.4228
Medford,Massachusetts,MedfordMassachusetts,42.4234,-71.1087
Carson City,Nevada,Carson CityNevada,39.1511,-119.7474
New Brunswick,New Jersey,New BrunswickNew Jersey,40.487,-74.445
Fountain Valley,California,Fountain ValleyCalifornia,33.7105,-117.9514
Oak Lawn,Illinois,Oak LawnIllinois,41.7139,-87.7528
Hempstead,New York,HempsteadNew York,40.7043,-73.6193
Berwyn,Illinois,BerwynIllinois,41.8433,-87.7909
Ithaca,New York,IthacaNew York,42.4442,-76.5032
Aloha,Oregon,AlohaOregon,45.492,-122.8726
Hoboken,New Jersey,HobokenNew Jersey,40.7451,-74.0279
Paramount,California,ParamountCalifornia,33.8977,-118.1652
Irvington,New Jersey,IrvingtonNew Jersey,40.7243,-74.2317
Rosemead,California,RosemeadCalifornia,34.0688,-118.0823
West New York,New Jersey,West New YorkNew Jersey,40.7856,-74.0093
Revere,Massachusetts,RevereMassachusetts,42.4191,-71.0035
Perth Amboy,New Jersey,Perth AmboyNew Jersey,40.5203,-74.2724
Aspen Hill,Maryland,Aspen HillMaryland,39.0928,-77.0822
Oak Park,Illinois,Oak ParkIllinois,41.8872,-87.7899
Placentia,California,PlacentiaCalifornia,33.8807,-117.8553
Levittown,New York,LevittownNew York,40.7241,-73.5125
Aliso Viejo,California,Aliso ViejoCalifornia,33.5792,-117.7289
Plainfield,New Jersey,PlainfieldNew Jersey,40.6154,-74.4157
Cerritos,California,CerritosCalifornia,33.8677,-118.0686
Lakewood,Ohio,LakewoodOhio,41.4824,-81.8008
Helena,Montana,HelenaMontana,46.5965,-112.0199
Wheaton,Maryland,WheatonMaryland,39.0492,-77.0572
North Bethesda,Maryland,North BethesdaMaryland,39.0393,-77.1191
Florin,California,FlorinCalifornia,38.4832,-121.4042
Country Club,Florida,Country ClubFlorida,25.9407,-80.3102
La Mirada,California,La MiradaCalifornia,33.9025,-118.0093
Cypress,California,CypressCalifornia,33.8171,-118.0386
Bloomfield,New Jersey,BloomfieldNew Jersey,40.8098,-74.1868
Ceres,California,CeresCalifornia,37.5953,-120.9625
Covina,California,CovinaCalifornia,34.0903,-117.8817
Antelope,California,AntelopeCalifornia,38.7153,-121.361
North Highlands,California,North HighlandsCalifornia,38.6713,-121.3721
Everett,Massachusetts,EverettMassachusetts,42.4064,-71.0545
Hollister,California,HollisterCalifornia,36.8563,-121.3981
Hackensack,New Jersey,HackensackNew Jersey,40.889,-74.0461
Altadena,California,AltadenaCalifornia,34.1928,-118.1345
Oakland Park,Florida,Oakland ParkFlorida,26.178,-80.1528
Arlington,Massachusetts,ArlingtonMassachusetts,42.4187,-71.1639
University,Florida,UniversityFlorida,28.0771,-82.4335
Cleveland Heights,Ohio,Cleveland HeightsOhio,41.5112,-81.5636
Annandale,Virginia,AnnandaleVirginia,38.8324,-77.196
North Lauderdale,Florida,North LauderdaleFlorida,26.2113,-80.2209
North Miami Beach,Florida,North Miami BeachFlorida,25.9302,-80.166
Whitney,Nevada,WhitneyNevada,36.1005,-115.038
Freeport,New York,FreeportNew York,40.6515,-73.585
Salem,Massachusetts,SalemMassachusetts,42.5129,-70.902
San Bruno,California,San BrunoCalifornia,37.6254,-122.4313
West Babylon,New York,West BabylonNew York,40.7112,-73.3567
Concord,New Hampshire,ConcordNew Hampshire,43.2305,-71.5595
Rohnert Park,California,Rohnert ParkCalifornia,38.348,-122.6964
Bell Gardens,California,Bell GardensCalifornia,33.9663,-118.155
Hicksville,New York,HicksvilleNew York,40.7637,-73.5245
Woonsocket,Rhode Island,WoonsocketRhode Island,42.001,-71.4993
Waipahu,Hawaii,WaipahuHawaii,21.3858,-158.0103
Campbell,California,CampbellCalifornia,37.2801,-121.9538
Teaneck,New Jersey,TeaneckNew Jersey,40.89,-74.0107
Wilkes-Barre,Pennsylvania,Wilkes-BarrePennsylvania,41.2468,-75.8759
Greenacres,Florida,GreenacresFlorida,26.6272,-80.1372
San Gabriel,California,San GabrielCalifornia,34.0948,-118.099
La Puente,California,La PuenteCalifornia,34.0323,-117.9533
Chelsea,Massachusetts,ChelseaMassachusetts,42.3959,-71.0325
Kendall West,Florida,Kendall WestFlorida,25.7065,-80.4388
Hallandale Beach,Florida,Hallandale BeachFlorida,25.9854,-80.1423
Marumsco,Virginia,MarumscoVirginia,38.6373,-77.262
Annapolis,Maryland,AnnapolisMaryland,38.9706,-76.5047
Keizer,Oregon,KeizerOregon,45.0029,-123.0241
South Miami Heights,Florida,South Miami HeightsFlorida,25.5886,-80.3862
Culver City,California,Culver CityCalifornia,34.0058,-118.3968
Montclair,California,MontclairCalifornia,34.0714,-117.6981
Northglenn,Colorado,NorthglennColorado,39.9107,-104.9783
Frankfort,Kentucky,FrankfortKentucky,38.1924,-84.8643
Montclair,New Jersey,MontclairNew Jersey,40.8254,-74.211
Mission Bend,Texas,Mission BendTexas,29.6948,-95.6657
Stanton,California,StantonCalifornia,33.8002,-117.9935
Aventura,Florida,AventuraFlorida,25.9565,-80.1372
Lake Worth,Florida,Lake WorthFlorida,26.6195,-80.0591
Hanover Park,Illinois,Hanover ParkIllinois,41.9818,-88.1447
Valley Stream,New York,Valley StreamNew York,40.6647,-73.7044
Fort Lee,New Jersey,Fort LeeNew Jersey,40.8509,-73.9712
Park Ridge,Illinois,Park RidgeIllinois,42.0125,-87.8436
East Meadow,New York,East MeadowNew York,40.7197,-73.5604
Kearns,Utah,KearnsUtah,40.652,-112.0093
West Hollywood,California,West HollywoodCalifornia,34.0883,-118.3719
Egypt Lake-Leto,Florida,Egypt Lake-LetoFlorida,28.0177,-82.5062
Richmond West,Florida,Richmond WestFlorida,25.6105,-80.4297
Lincoln Park,Michigan,Lincoln ParkMichigan,42.2432,-83.1811
Elmont,New York,ElmontNew York,40.7033,-73.7078
Belleville,New Jersey,BellevilleNew Jersey,40.795,-74.1616
Temple City,California,Temple CityCalifornia,34.1022,-118.0579
La Presa,California,La PresaCalifornia,32.711,-117.0027
Richfield,Minnesota,RichfieldMinnesota,44.8762,-93.2833
Lauderdale Lakes,Florida,Lauderdale LakesFlorida,26.1682,-80.2017
Chillum,Maryland,ChillumMaryland,38.9667,-76.979
Manhattan Beach,California,Manhattan BeachCalifornia,33.8895,-118.3972
Bell,California,BellCalifornia,33.9801,-118.1798
Watertown Town,Massachusetts,Watertown TownMassachusetts,42.37,-71.1774
University City,Missouri,University CityMissouri,38.6657,-90.3315
Norristown,Pennsylvania,NorristownPennsylvania,40.1224,-75.3398
Oildale,California,OildaleCalifornia,35.4249,-119.0279
Beverly Hills,California,Beverly HillsCalifornia,34.0786,-118.4021
Foster City,California,Foster CityCalifornia,37.5553,-122.2659
Englewood,Colorado,EnglewoodColorado,39.6468,-104.9942
Kaneohe,Hawaii,KaneoheHawaii,21.4062,-157.7904
Chester,Pennsylvania,ChesterPennsylvania,39.8456,-75.3719
Golden Glades,Florida,Golden GladesFlorida,25.9129,-80.2013
Glendale Heights,Illinois,Glendale HeightsIllinois,41.9196,-88.0785
Dana Point,California,Dana PointCalifornia,33.4733,-117.6969
Fair Oaks,Virginia,Fair OaksVirginia,38.8653,-77.3586
Long Beach,New York,Long BeachNew York,40.5887,-73.666
Fair Lawn,New Jersey,Fair LawnNew Jersey,40.9359,-74.1177
Foothill Farms,California,Foothill FarmsCalifornia,38.6867,-121.3475
Buenaventura Lakes,Florida,Buenaventura LakesFlorida,28.3349,-81.3539
Montgomery Village,Maryland,Montgomery VillageMaryland,39.1783,-77.1957
Westmont,California,WestmontCalifornia,33.9417,-118.3018
Huntington Station,New York,Huntington StationNew York,40.8446,-73.405
Midvale,Utah,MidvaleUtah,40.6148,-111.8928
Eastchester,New York,EastchesterNew York,40.9536,-73.8134
Lawndale,California,LawndaleCalifornia,33.8884,-118.3531
Spring Valley,New York,Spring ValleyNew York,41.1151,-74.0486
Eastpointe,Michigan,EastpointeMichigan,42.4657,-82.9461
Franklin Square,New York,Franklin SquareNew York,40.7002,-73.6775
West Little River,Florida,West Little RiverFlorida,25.857,-80.2367
Garfield,New Jersey,GarfieldNew Jersey,40.8791,-74.1085
North Providence,Rhode Island,North ProvidenceRhode Island,41.8616,-71.4575
College Park,Maryland,College ParkMaryland,38.996,-76.9337
Parkville,Maryland,ParkvilleMaryland,39.3832,-76.5519
Uniondale,New York,UniondaleNew York,40.7176,-73.5947
San Pablo,California,San PabloCalifornia,37.9628,-122.3425
Miami Lakes,Florida,Miami LakesFlorida,25.9125,-80.3214
Long Branch,New Jersey,Long BranchNew Jersey,40.2965,-73.9915
Santa Paula,California,Santa PaulaCalifornia,34.3521,-119.0698
City of Orange,New Jersey,City of OrangeNew Jersey,40.7682,-74.2348
Oceanside,New York,OceansideNew York,40.6328,-73.6363
Burlingame,California,BurlingameCalifornia,37.586,-122.3669
Westchester,Florida,WestchesterFlorida,25.7474,-80.3358
San Carlos,California,San CarlosCalifornia,37.4982,-122.268
Bay Shore,New York,Bay ShoreNew York,40.7317,-73.2505
Sterling,Virginia,SterlingVirginia,39.0052,-77.405
Rahway,New Jersey,RahwayNew Jersey,40.6077,-74.2807
Golden Gate,Florida,Golden GateFlorida,26.1844,-81.7031
East Palo Alto,California,East Palo AltoCalifornia,37.4671,-122.1352
Port Chester,New York,Port ChesterNew York,41.0052,-73.668
Oak Park,Michigan,Oak ParkMichigan,42.4649,-83.1824
Suisun City,California,Suisun CityCalifornia,38.2471,-122.0086
West Falls Church,Virginia,West Falls ChurchVirginia,38.8648,-77.1878
Englewood,New Jersey,EnglewoodNew Jersey,40.8917,-73.9736
Shamokin,Pennsylvania,ShamokinPennsylvania,40.7883,-76.555
Nutley,New Jersey,NutleyNew Jersey,40.8192,-74.1571
Burbank,Illinois,BurbankIllinois,41.7444,-87.7686
Ladera Ranch,California,Ladera RanchCalifornia,33.5491,-117.6416
Melrose,Massachusetts,MelroseMassachusetts,42.4556,-71.059
Newburgh,New York,NewburghNew York,41.5037,-74.0205
Mililani Town,Hawaii,Mililani TownHawaii,21.4465,-158.0147
Drexel Hill,Pennsylvania,Drexel HillPennsylvania,39.9495,-75.3039
Winchester,Nevada,WinchesterNevada,36.1368,-115.1299
Bergenfield,New Jersey,BergenfieldNew Jersey,40.9236,-73.9982
Maywood,California,MaywoodCalifornia,33.9885,-118.1877
Isla Vista,California,Isla VistaCalifornia,34.4144,-119.8581
Imperial Beach,California,Imperial BeachCalifornia,32.5689,-117.1184
Leisure City,Florida,Leisure CityFlorida,25.4937,-80.4369
Lindenhurst,New York,LindenhurstNew York,40.6858,-73.3709
Belmont,California,BelmontCalifornia,37.5154,-122.2955
Easton,Pennsylvania,EastonPennsylvania,40.6858,-75.2209
Lemon Grove,California,Lemon GroveCalifornia,32.7331,-117.0344
Indiana,Pennsylvania,IndianaPennsylvania,40.622,-79.1552
West Whittier-Los Nietos,California,West Whittier-Los NietosCalifornia,33.9759,-118.0689
Reisterstown,Maryland,ReisterstownMaryland,39.4552,-76.8144
University Park,Florida,University ParkFlorida,25.7469,-80.3684
Soledad,California,SoledadCalifornia,36.4434,-121.3431
Belmont,Massachusetts,BelmontMassachusetts,42.396,-71.1795
Laurel,Maryland,LaurelMaryland,39.095,-76.8622
South Pasadena,California,South PasadenaCalifornia,34.1103,-118.1573
El Cerrito,California,El CerritoCalifornia,37.9197,-122.3025
Ossining,New York,OssiningNew York,41.1609,-73.8712
Baldwin,New York,BaldwinNew York,40.6634,-73.6104
University Park,Texas,University ParkTexas,32.8506,-96.7937
Melrose Park,Illinois,Melrose ParkIllinois,41.9029,-87.8642
Juneau,Alaska,JuneauAlaska,58.4546,-134.1739
Cliffside Park,New Jersey,Cliffside ParkNew Jersey,40.8221,-73.988
San Lorenzo,California,San LorenzoCalifornia,37.6737,-122.1349
Valinda,California,ValindaCalifornia,34.04,-117.9301
Lodi,New Jersey,LodiNew Jersey,40.8784,-74.0814
South Bradenton,Florida,South BradentonFlorida,27.4612,-82.5821
Suitland,Maryland,SuitlandMaryland,38.8492,-76.9225
Palm Springs,Florida,Palm SpringsFlorida,26.6349,-80.0968
Rockville Centre,New York,Rockville CentreNew York,40.6643,-73.6383
Riverbank,California,RiverbankCalifornia,37.7268,-120.9402
Coral Terrace,Florida,Coral TerraceFlorida,25.7464,-80.3049
San Fernando,California,San FernandoCalifornia,34.2886,-118.4363
Maplewood,New Jersey,MaplewoodNew Jersey,40.733,-74.2711
Watauga,Texas,WataugaTexas,32.8718,-97.2515
Elmwood Park,Illinois,Elmwood ParkIllinois,41.9225,-87.8163
Herndon,Virginia,HerndonVirginia,38.9699,-77.3867
Bailey's Crossroads,Virginia,Bailey's CrossroadsVirginia,38.8477,-77.1305
Ashland,California,AshlandCalifornia,37.6942,-122.1159
Oak Ridge,Florida,Oak RidgeFlorida,28.4727,-81.4169
Peekskill,New York,PeekskillNew York,41.2883,-73.9227
Terrytown,Louisiana,TerrytownLouisiana,29.9016,-90.028
Ewa Gentry,Hawaii,Ewa GentryHawaii,21.3344,-158.0262
Hialeah Gardens,Florida,Hialeah GardensFlorida,25.8878,-80.3569
Kiryas Joel,New York,Kiryas JoelNew York,41.3404,-74.1658
Carteret,New Jersey,CarteretNew Jersey,40.5848,-74.2284
Cudahy,California,CudahyCalifornia,33.9631,-118.183
Cloverleaf,Texas,CloverleafTexas,29.7882,-95.1724
Decatur,Georgia,DecaturGeorgia,33.7711,-84.2968
Rosemont,California,RosemontCalifornia,38.5477,-121.3553
Maywood,Illinois,MaywoodIllinois,41.8798,-87.8442
West Rancho Dominguez,California,West Rancho DominguezCalifornia,33.9057,-118.2682
West Puente Valley,California,West Puente ValleyCalifornia,34.0512,-117.9681
Blue Island,Illinois,Blue IslandIllinois,41.6578,-87.6812
The Crossings,Florida,The CrossingsFlorida,25.6708,-80.4018
Copiague,New York,CopiagueNew York,40.6728,-73.3932
Landover,Maryland,LandoverMaryland,38.9241,-76.8875
Millbrae,California,MillbraeCalifornia,37.5994,-122.4024
Willowbrook,California,WillowbrookCalifornia,33.9199,-118.2362
Ives Estates,Florida,Ives EstatesFlorida,25.9632,-80.183
Sunny Isles Beach,Florida,Sunny Isles BeachFlorida,25.9385,-80.1246
West Carson,California,West CarsonCalifornia,33.8229,-118.2931
Massapequa,New York,MassapequaNew York,40.6676,-73.4706
Hillside,New Jersey,HillsideNew Jersey,40.6961,-74.2286
North Plainfield,New Jersey,North PlainfieldNew Jersey,40.6209,-74.4386
Monsey,New York,MonseyNew York,41.1181,-74.0681
Roselle,New Jersey,RoselleNew Jersey,40.6527,-74.2599
North Bay Shore,New York,North Bay ShoreNew York,40.7601,-73.2618
Hamtramck,Michigan,HamtramckMichigan,42.3954,-83.056
Hayesville,Oregon,HayesvilleOregon,44.9793,-122.9739
Lennox,California,LennoxCalifornia,33.938,-118.3586
Mountlake Terrace,Washington,Mountlake TerraceWashington,47.7921,-122.3076
McNair,Virginia,McNairVirginia,38.9513,-77.4116
Sweetwater,Florida,SweetwaterFlorida,25.7786,-80.376
Palisades Park,New Jersey,Palisades ParkNew Jersey,40.8472,-73.9967
South El Monte,California,South El MonteCalifornia,34.0493,-118.0484
Lomita,California,LomitaCalifornia,33.7933,-118.3175
Merrick,New York,MerrickNew York,40.6515,-73.5535
North Lynnwood,Washington,North LynnwoodWashington,47.8533,-122.2762
Makakilo,Hawaii,MakakiloHawaii,21.3591,-158.0813
Jasmine Estates,Florida,Jasmine EstatesFlorida,28.293,-82.6907
Elmwood Park,New Jersey,Elmwood ParkNew Jersey,40.905,-74.1201
South San Jose Hills,California,South San Jose HillsCalifornia,34.0123,-117.9041
Columbia Heights,Minnesota,Columbia HeightsMinnesota,45.0484,-93.2472
Schofield Barracks,Hawaii,Schofield BarracksHawaii,21.4936,-158.0617
Franconia,Virginia,FranconiaVirginia,38.7682,-77.1587
Albany,California,AlbanyCalifornia,37.8898,-122.3018
West Chester,Pennsylvania,West ChesterPennsylvania,39.9601,-75.6058
Bayshore Gardens,Florida,Bayshore GardensFlorida,27.4345,-82.5794
North Bellmore,New York,North BellmoreNew York,40.6904,-73.539
Norwood,Ohio,NorwoodOhio,39.1604,-84.4534
West Hempstead,New York,West HempsteadNew York,40.6959,-73.6507
North Amityville,New York,North AmityvilleNew York,40.7005,-73.4118
Lynbrook,New York,LynbrookNew York,40.6579,-73.6742
Hermosa Beach,California,Hermosa BeachCalifornia,33.8654,-118.3966
La Crescenta-Montrose,California,La Crescenta-MontroseCalifornia,34.2323,-118.2353
